number,definiteConnectedNumber,optionalConnectedNumber,distanceFromRoot,towerHeight,factorCount,primeFactorization,primeNumberSystem
466,932,155,84,1,2,"2^1 * 233^1",100000000000000000000000000000000000000000000000001
467,934,,84,0,1,"467^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
468,936,,22,2,3,"2^2 * 3^2 * 13^1",100022
469,938,,22,0,2,"7^1 * 67^1",1000000000000001000
470,940,,128,1,3,"2^1 * 5^1 * 47^1",100000000000101
471,942,,128,0,2,"3^1 * 157^1",1000000000000000000000000000000000010
472,944,157,35,3,2,"2^3 * 59^1",10000000000000003
473,946,,35,0,2,"11^1 * 43^1",10000000010000
474,948,,35,1,3,"2^1 * 3^1 * 79^1",1000000000000000000011
475,950,,27,0,2,"5^2 * 19^1",10000200
476,952,,35,2,3,"2^2 * 7^1 * 17^1",1001002
477,954,,35,0,2,"3^2 * 53^1",1000000000000020
478,956,159,53,1,2,"2^1 * 239^1",1000000000000000000000000000000000000000000000000001
479,958,,53,0,1,"479^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
480,960,,22,5,3,"2^5 * 3^1 * 5^1",115
481,962,,48,0,2,"13^1 * 37^1",100000100000
482,964,,22,1,2,"2^1 * 241^1",10000000000000000000000000000000000000000000000000001
483,966,,22,0,3,"3^1 * 7^1 * 23^1",100001010
484,968,161,97,2,2,"2^2 * 11^2",20002
485,970,,97,0,2,"5^1 * 97^1",1000000000000000000000100
486,972,,97,1,2,"2^1 * 3^5",51
487,974,,141,0,1,"487^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
488,976,,22,3,2,"2^3 * 61^1",100000000000000003
489,978,,48,0,2,"3^1 * 163^1",10000000000000000000000000000000000010
490,980,163,22,1,3,"2^1 * 5^1 * 7^2",2101
491,982,,141,0,1,"491^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
492,984,,48,2,3,"2^2 * 3^1 * 41^1",1000000000012
493,986,,48,0,2,"17^1 * 29^1",1001000000
494,988,,48,1,3,"2^1 * 13^1 * 19^1",10100001
495,990,,97,0,3,"3^2 * 5^1 * 11^1",10120
496,992,165,110,4,2,"2^4 * 31^1",10000000004
497,994,,22,0,2,"7^1 * 71^1",10000000000000001000
498,996,,48,1,3,"2^1 * 3^1 * 83^1",10000000000000000000011
499,998,,48,0,1,"499^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
500,1000,,110,2,2,"2^2 * 5^3",302
501,1002,,110,0,2,"3^1 * 167^1",100000000000000000000000000000000000010
502,1004,167,66,1,2,"2^1 * 251^1",100000000000000000000000000000000000000000000000000001
503,1006,,66,0,1,"503^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
504,1008,,110,3,3,"2^3 * 3^2 * 7^1",1023
505,1010,,61,0,2,"5^1 * 101^1",10000000000000000000000100
506,1012,,110,1,3,"2^1 * 11^1 * 23^1",100010001
507,1014,,35,0,2,"3^1 * 13^2",200010
508,1016,169,48,2,2,"2^2 * 127^1",1000000000000000000000000000002
509,1018,,48,0,1,"509^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
510,1020,,48,1,4,"2^1 * 3^1 * 5^1 * 17^1",1000111
511,1022,,61,0,2,"7^1 * 73^1",100000000000000001000
512,1024,,9,9,1,"2^9",9
513,1026,,35,0,2,"3^3 * 19^1",10000030
514,1028,171,123,1,2,"2^1 * 257^1",1000000000000000000000000000000000000000000000000000001
515,1030,,123,0,2,"5^1 * 103^1",100000000000000000000000100
516,1032,,123,2,3,"2^2 * 3^1 * 43^1",10000000000012
517,1034,,123,0,2,"11^1 * 47^1",100000000010000
518,1036,,123,1,3,"2^1 * 7^1 * 37^1",100000001001
519,1038,,61,0,2,"3^1 * 173^1",1000000000000000000000000000000000000010
520,1040,173,30,3,3,"2^3 * 5^1 * 13^1",100103
521,1042,,123,0,1,"521^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
522,1044,,30,1,3,"2^1 * 3^2 * 29^1",1000000021
523,1046,,123,0,1,"523^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
524,1048,,30,2,2,"2^2 * 131^1",10000000000000000000000000000002
525,1050,,30,0,3,"3^1 * 5^2 * 7^1",1210
526,1052,175,79,1,2,"2^1 * 263^1",10000000000000000000000000000000000000000000000000000001
527,1054,,79,0,2,"17^1 * 31^1",10001000000
528,1056,,30,4,3,"2^4 * 3^1 * 11^1",10014
529,1058,,30,0,1,"23^2",200000000
530,1060,,123,1,3,"2^1 * 5^1 * 53^1",1000000000000101
531,1062,,123,0,2,"3^2 * 59^1",10000000000000020
532,1064,177,30,2,3,"2^2 * 7^1 * 19^1",10001002
533,1066,,30,0,2,"13^1 * 41^1",1000000100000
534,1068,,22,1,3,"2^1 * 3^1 * 89^1",100000000000000000000011
535,1070,,22,0,2,"5^1 * 107^1",1000000000000000000000000100
536,1072,,30,3,2,"2^3 * 67^1",1000000000000000003
537,1074,,22,0,2,"3^1 * 179^1",10000000000000000000000000000000000000010
538,1076,179,30,1,2,"2^1 * 269^1",100000000000000000000000000000000000000000000000000000001
539,1078,,48,0,2,"7^2 * 11^1",12000
540,1080,,43,2,3,"2^2 * 3^3 * 5^1",132
541,1082,,43,0,1,"541^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
542,1084,,43,1,2,"2^1 * 271^1",1000000000000000000000000000000000000000000000000000000001
543,1086,,136,0,2,"3^1 * 181^1",100000000000000000000000000000000000000010
544,1088,181,17,5,2,"2^5 * 17^1",1000005
545,1090,,43,0,2,"5^1 * 109^1",10000000000000000000000000100
546,1092,,30,1,4,"2^1 * 3^1 * 7^1 * 13^1",101011
547,1094,,30,0,1,"547^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
548,1096,,92,2,2,"2^2 * 137^1",100000000000000000000000000000002
549,1098,,92,0,2,"3^2 * 61^1",100000000000000020
550,1100,183,92,1,3,"2^1 * 5^2 * 11^1",10201
551,1102,,43,0,2,"19^1 * 29^1",1010000000
552,1104,,17,3,3,"2^3 * 3^1 * 23^1",100000013
553,1106,,136,0,2,"7^1 * 79^1",1000000000000000001000
554,1108,,17,1,2,"2^1 * 277^1",10000000000000000000000000000000000000000000000000000000001
555,1110,,30,0,3,"3^1 * 5^1 * 37^1",100000000110
556,1112,185,43,2,2,"2^2 * 139^1",1000000000000000000000000000000002
557,1114,,43,0,1,"557^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
558,1116,,43,1,3,"2^1 * 3^2 * 31^1",10000000021
559,1118,,87,0,2,"13^1 * 43^1",10000000100000
560,1120,,17,4,3,"2^4 * 5^1 * 7^1",1104
561,1122,,43,0,3,"3^1 * 11^1 * 17^1",1010010
562,1124,187,43,1,2,"2^1 * 281^1",100000000000000000000000000000000000000000000000000000000001
563,1126,,43,0,1,"563^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
564,1128,,17,2,3,"2^2 * 3^1 * 47^1",100000000000012
565,1130,,17,0,2,"5^1 * 113^1",100000000000000000000000000100
566,1132,,61,1,2,"2^1 * 283^1",1000000000000000000000000000000000000000000000000000000000001
567,1134,,61,0,2,"3^4 * 7^1",1040
568,1136,189,105,3,2,"2^3 * 71^1",10000000000000000003
569,1138,,56,0,1,"569^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
570,1140,,105,1,4,"2^1 * 3^1 * 5^1 * 19^1",10000111
571,1142,,30,0,1,"571^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
572,1144,,105,2,3,"2^2 * 11^1 * 13^1",110002
573,1146,,105,0,2,"3^1 * 191^1",1000000000000000000000000000000000000000010
574,1148,191,43,1,3,"2^1 * 7^1 * 41^1",1000000001001
575,1150,,43,0,2,"5^2 * 23^1",100000200
576,1152,,25,6,2,"2^6 * 3^2",26
577,1154,,30,0,1,"577^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
578,1156,,30,1,2,"2^1 * 17^2",2000001
579,1158,,30,0,2,"3^1 * 193^1",10000000000000000000000000000000000000000010
580,1160,193,118,2,3,"2^2 * 5^1 * 29^1",1000000102
581,1162,,118,0,2,"7^1 * 83^1",10000000000000000001000
582,1164,,118,1,3,"2^1 * 3^1 * 97^1",1000000000000000000000011
583,1166,,30,0,2,"11^1 * 53^1",1000000000010000
584,1168,,118,3,2,"2^3 * 73^1",100000000000000000003
585,1170,,56,0,3,"3^2 * 5^1 * 13^1",100120
586,1172,195,118,1,2,"2^1 * 293^1",10000000000000000000000000000000000000000000000000000000000001
587,1174,,118,0,1,"587^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
588,1176,,118,2,3,"2^2 * 3^1 * 7^2",2012
589,1178,,118,0,2,"19^1 * 31^1",10010000000
590,1180,,56,1,3,"2^1 * 5^1 * 59^1",10000000000000101
591,1182,,56,0,2,"3^1 * 197^1",100000000000000000000000000000000000000000010
592,1184,197,25,4,2,"2^4 * 37^1",100000000004
593,1186,,74,0,1,"593^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
594,1188,,74,1,3,"2^1 * 3^3 * 11^1",10031
595,1190,,74,0,3,"5^1 * 7^1 * 17^1",1001100
596,1192,,25,2,2,"2^2 * 149^1",10000000000000000000000000000000002
597,1194,,25,0,2,"3^1 * 199^1",1000000000000000000000000000000000000000000010
598,1196,199,118,1,3,"2^1 * 13^1 * 23^1",100100001
599,1198,,118,0,1,"599^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
600,1200,,17,3,3,"2^3 * 3^1 * 5^2",213
601,1202,,56,0,1,"601^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
602,1204,,17,1,3,"2^1 * 7^1 * 43^1",10000000001001
603,1206,,69,0,2,"3^2 * 67^1",1000000000000000020
604,1208,201,17,2,2,"2^2 * 151^1",100000000000000000000000000000000002
605,1210,,17,0,2,"5^1 * 11^2",20100
606,1212,,43,1,3,"2^1 * 3^1 * 101^1",10000000000000000000000011
607,1214,,43,0,1,"607^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
608,1216,,25,5,2,"2^5 * 19^1",10000005
609,1218,,131,0,3,"3^1 * 7^1 * 29^1",1000001010
610,1220,203,38,1,3,"2^1 * 5^1 * 61^1",100000000000000101
611,1222,,38,0,2,"13^1 * 47^1",100000000100000
612,1224,,38,2,3,"2^2 * 3^2 * 17^1",1000022
613,1226,,38,0,1,"613^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
614,1228,,38,1,2,"2^1 * 307^1",100000000000000000000000000000000000000000000000000000000000001
615,1230,,69,0,3,"3^1 * 5^1 * 41^1",1000000000110
616,1232,205,25,3,3,"2^3 * 7^1 * 11^1",11003
617,1234,,131,0,1,"617^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
618,1236,,25,1,3,"2^1 * 3^1 * 103^1",100000000000000000000000011
619,1238,,131,0,1,"619^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
620,1240,,87,2,3,"2^2 * 5^1 * 31^1",10000000102
621,1242,,87,0,2,"3^3 * 23^1",100000030
622,1244,207,87,1,2,"2^1 * 311^1",1000000000000000000000000000000000000000000000000000000000000001
623,1246,,131,0,2,"7^1 * 89^1",100000000000000000001000
624,1248,,38,4,3,"2^4 * 3^1 * 13^1",100014
625,1250,,25,0,1,"5^4",400
626,1252,,131,1,2,"2^1 * 313^1",10000000000000000000000000000000000000000000000000000000000000001
627,1254,,131,0,3,"3^1 * 11^1 * 19^1",10010010
628,1256,209,38,2,2,"2^2 * 157^1",1000000000000000000000000000000000002
629,1258,,38,0,2,"17^1 * 37^1",100001000000
630,1260,,38,1,4,"2^1 * 3^2 * 5^1 * 7^1",1121
631,1262,,38,0,1,"631^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
632,1264,,38,3,2,"2^3 * 79^1",1000000000000000000003
633,1266,,30,0,2,"3^1 * 211^1",10000000000000000000000000000000000000000000010
634,1268,211,38,1,2,"2^1 * 317^1",100000000000000000000000000000000000000000000000000000000000000001
635,1270,,30,0,2,"5^1 * 127^1",1000000000000000000000000000100
636,1272,,56,2,3,"2^2 * 3^1 * 53^1",1000000000000012
637,1274,,56,0,2,"7^2 * 13^1",102000
638,1276,,56,1,3,"2^1 * 11^1 * 29^1",1000010001
639,1278,,131,0,2,"3^2 * 71^1",10000000000000000020
640,1280,213,12,7,2,"2^7 * 5^1",107
641,1282,,51,0,1,"641^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
642,1284,,25,1,3,"2^1 * 3^1 * 107^1",1000000000000000000000000011
643,1286,,25,0,1,"643^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
644,1288,,100,2,3,"2^2 * 7^1 * 23^1",100001002
645,1290,,100,0,3,"3^1 * 5^1 * 43^1",10000000000110
646,1292,215,100,1,3,"2^1 * 17^1 * 19^1",11000001
647,1294,,38,0,1,"647^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
648,1296,,25,3,2,"2^3 * 3^4",43
649,1298,,144,0,2,"11^1 * 59^1",10000000000010000
650,1300,,25,1,3,"2^1 * 5^2 * 13^1",100201
651,1302,,100,0,3,"3^1 * 7^1 * 31^1",10000001010
652,1304,217,25,2,2,"2^2 * 163^1",10000000000000000000000000000000000002
653,1306,,25,0,1,"653^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
654,1308,,144,1,3,"2^1 * 3^1 * 109^1",10000000000000000000000000011
655,1310,,144,0,2,"5^1 * 131^1",10000000000000000000000000000100
656,1312,,113,4,2,"2^4 * 41^1",1000000000004
657,1314,,51,0,2,"3^2 * 73^1",100000000000000000020
658,1316,219,51,1,3,"2^1 * 7^1 * 47^1",100000000001001
659,1318,,51,0,1,"659^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
660,1320,,113,2,4,"2^2 * 3^1 * 5^1 * 11^1",10112
661,1322,,113,0,1,"661^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
662,1324,,25,1,2,"2^1 * 331^1",1000000000000000000000000000000000000000000000000000000000000000001
663,1326,,25,0,3,"3^1 * 13^1 * 17^1",1100010
664,1328,221,113,3,2,"2^3 * 83^1",10000000000000000000003
665,1330,,51,0,3,"5^1 * 7^1 * 19^1",10001100
666,1332,,113,1,3,"2^1 * 3^2 * 37^1",100000000021
667,1334,,144,0,2,"23^1 * 29^1",1100000000
668,1336,,69,2,2,"2^2 * 167^1",100000000000000000000000000000000000002
669,1338,,69,0,2,"3^1 * 223^1",100000000000000000000000000000000000000000000010
670,1340,223,69,1,3,"2^1 * 5^1 * 67^1",1000000000000000101
671,1342,,95,0,2,"11^1 * 61^1",100000000000010000
672,1344,,12,5,3,"2^5 * 3^1 * 7^1",1015
673,1346,,64,0,1,"673^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
674,1348,,113,1,2,"2^1 * 337^1",10000000000000000000000000000000000000000000000000000000000000000001
675,1350,,113,0,2,"3^3 * 5^2",230
676,1352,225,51,2,2,"2^2 * 13^2",200002
677,1354,,51,0,1,"677^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
678,1356,,51,1,3,"2^1 * 3^1 * 113^1",100000000000000000000000000011
679,1358,,64,0,2,"7^1 * 97^1",1000000000000000000001000
680,1360,,12,3,3,"2^3 * 5^1 * 17^1",1000103
681,1362,,64,0,2,"3^1 * 227^1",1000000000000000000000000000000000000000000000010
682,1364,227,12,1,3,"2^1 * 11^1 * 31^1",10000010001
683,1366,,38,0,1,"683^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
684,1368,,126,2,3,"2^2 * 3^2 * 19^1",10000022
685,1370,,126,0,2,"5^1 * 137^1",100000000000000000000000000000100
686,1372,,126,1,2,"2^1 * 7^3",3001
687,1374,,38,0,2,"3^1 * 229^1",10000000000000000000000000000000000000000000000010
688,1376,229,33,4,2,"2^4 * 43^1",10000000000004
689,1378,,126,0,2,"13^1 * 53^1",1000000000100000
690,1380,,126,1,4,"2^1 * 3^1 * 5^1 * 23^1",100000111
691,1382,,126,0,1,"691^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
692,1384,,33,2,2,"2^2 * 173^1",1000000000000000000000000000000000000002
693,1386,,33,0,3,"3^2 * 7^1 * 11^1",11020
694,1388,231,126,1,2,"2^1 * 347^1",100000000000000000000000000000000000000000000000000000000000000000001
695,1390,,126,0,2,"5^1 * 139^1",1000000000000000000000000000000100
696,1392,,33,3,3,"2^3 * 3^1 * 29^1",1000000013
697,1394,,126,0,2,"17^1 * 41^1",1000001000000
698,1396,,33,1,2,"2^1 * 349^1",1000000000000000000000000000000000000000000000000000000000000000000001
699,1398,,64,0,2,"3^1 * 233^1",100000000000000000000000000000000000000000000000010
700,1400,233,82,2,3,"2^2 * 5^2 * 7^1",1202
701,1402,,82,0,1,"701^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
702,1404,,82,1,3,"2^1 * 3^3 * 13^1",100031
703,1406,,170,0,2,"19^1 * 37^1",100010000000
704,1408,,20,6,2,"2^6 * 11^1",10006
705,1410,,33,0,3,"3^1 * 5^1 * 47^1",100000000000110
706,1412,235,126,1,2,"2^1 * 353^1",10000000000000000000000000000000000000000000000000000000000000000000001
707,1414,,126,0,2,"7^1 * 101^1",10000000000000000000001000
708,1416,,33,2,3,"2^2 * 3^1 * 59^1",10000000000000012
709,1418,,33,0,1,"709^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
710,1420,,33,1,3,"2^1 * 5^1 * 71^1",10000000000000000101
711,1422,,64,0,2,"3^2 * 79^1",1000000000000000000020
712,1424,237,33,3,2,"2^3 * 89^1",100000000000000000000003
713,1426,,25,0,2,"23^1 * 31^1",10100000000
714,1428,,33,1,4,"2^1 * 3^1 * 7^1 * 17^1",1001011
715,1430,,25,0,3,"5^1 * 11^1 * 13^1",110100
716,1432,,33,2,2,"2^2 * 179^1",10000000000000000000000000000000000000002
717,1434,,33,0,2,"3^1 * 239^1",1000000000000000000000000000000000000000000000000010
718,1436,239,51,1,2,"2^1 * 359^1",100000000000000000000000000000000000000000000000000000000000000000000001
719,1438,,51,0,1,"719^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
720,1440,,20,4,3,"2^4 * 3^2 * 5^1",124
721,1442,,46,0,2,"7^1 * 103^1",100000000000000000000001000
722,1444,,46,1,2,"2^1 * 19^2",20000001
723,1446,,46,0,2,"3^1 * 241^1",10000000000000000000000000000000000000000000000000010
724,1448,241,20,2,2,"2^2 * 181^1",100000000000000000000000000000000000000002
725,1450,,20,0,2,"5^2 * 29^1",1000000200
726,1452,,46,1,3,"2^1 * 3^1 * 11^2",20011
727,1454,,46,0,1,"727^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
728,1456,,95,3,3,"2^3 * 7^1 * 13^1",101003
729,1458,,33,0,1,"3^6",60
730,1460,243,95,1,3,"2^1 * 5^1 * 73^1",100000000000000000101
731,1462,,139,0,2,"17^1 * 43^1",10000001000000
732,1464,,95,2,3,"2^2 * 3^1 * 61^1",100000000000000012
733,1466,,95,0,1,"733^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
734,1468,,46,1,2,"2^1 * 367^1",1000000000000000000000000000000000000000000000000000000000000000000000001
735,1470,,46,0,3,"3^1 * 5^1 * 7^2",2110
736,1472,245,20,5,2,"2^5 * 23^1",100000005
737,1474,,139,0,2,"11^1 * 67^1",1000000000000010000
738,1476,,20,1,3,"2^1 * 3^2 * 41^1",1000000000021
739,1478,,20,0,1,"739^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
740,1480,,46,2,3,"2^2 * 5^1 * 37^1",100000000102
741,1482,,46,0,3,"3^1 * 13^1 * 19^1",10100010
742,1484,247,46,1,3,"2^1 * 7^1 * 53^1",1000000000001001
743,1486,,95,0,1,"743^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
744,1488,,20,3,3,"2^3 * 3^1 * 31^1",10000000013
745,1490,,90,0,2,"5^1 * 149^1",10000000000000000000000000000000100
746,1492,,20,1,2,"2^1 * 373^1",10000000000000000000000000000000000000000000000000000000000000000000000001
747,1494,,46,0,2,"3^2 * 83^1",10000000000000000000020
748,1496,249,46,2,3,"2^2 * 11^1 * 17^1",1010002
749,1498,,46,0,2,"7^1 * 107^1",1000000000000000000000001000
750,1500,,46,1,3,"2^1 * 3^1 * 5^3",311
751,1502,,139,0,1,"751^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
752,1504,,108,4,2,"2^4 * 47^1",100000000000004
753,1506,,20,0,2,"3^1 * 251^1",100000000000000000000000000000000000000000000000000010
754,1508,251,64,1,3,"2^1 * 13^1 * 29^1",1000100001
755,1510,,64,0,2,"5^1 * 151^1",100000000000000000000000000000000100
756,1512,,108,2,3,"2^2 * 3^3 * 7^1",1032
757,1514,,108,0,1,"757^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
758,1516,,59,1,2,"2^1 * 379^1",100000000000000000000000000000000000000000000000000000000000000000000000001
759,1518,,59,0,3,"3^1 * 11^1 * 23^1",100010010
760,1520,253,108,3,3,"2^3 * 5^1 * 19^1",10000103
761,1522,,33,0,1,"761^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
762,1524,,108,1,3,"2^1 * 3^1 * 127^1",1000000000000000000000000000011
763,1526,,152,0,2,"7^1 * 109^1",10000000000000000000000001000
764,1528,,46,2,2,"2^2 * 191^1",1000000000000000000000000000000000000000002
765,1530,,46,0,3,"3^2 * 5^1 * 17^1",1000120
766,1532,255,46,1,2,"2^1 * 383^1",1000000000000000000000000000000000000000000000000000000000000000000000000001
767,1534,,59,0,2,"13^1 * 59^1",10000000000100000
768,1536,,15,8,2,"2^8 * 3^1",18
769,1538,,33,0,1,"769^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
770,1540,,33,1,4,"2^1 * 5^1 * 7^1 * 11^1",11101
771,1542,,33,0,2,"3^1 * 257^1",1000000000000000000000000000000000000000000000000000010
772,1544,257,121,2,2,"2^2 * 193^1",10000000000000000000000000000000000000000002
773,1546,,121,0,1,"773^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
774,1548,,121,1,3,"2^1 * 3^2 * 43^1",10000000000021
775,1550,,152,0,2,"5^2 * 31^1",10000000200
776,1552,,121,3,2,"2^3 * 97^1",1000000000000000000000003
777,1554,,33,0,3,"3^1 * 7^1 * 37^1",100000001010
778,1556,259,121,1,2,"2^1 * 389^1",10000000000000000000000000000000000000000000000000000000000000000000000000001
779,1558,,59,0,2,"19^1 * 41^1",1000010000000
780,1560,,121,2,4,"2^2 * 3^1 * 5^1 * 13^1",100112
781,1562,,121,0,2,"11^1 * 71^1",10000000000000010000
782,1564,,121,1,3,"2^1 * 17^1 * 23^1",101000001
783,1566,,121,0,2,"3^3 * 29^1",1000000030
784,1568,261,28,4,2,"2^4 * 7^2",2004
785,1570,,121,0,2,"5^1 * 157^1",1000000000000000000000000000000000100
786,1572,,59,1,3,"2^1 * 3^1 * 131^1",10000000000000000000000000000011
787,1574,,59,0,1,"787^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
788,1576,,28,2,2,"2^2 * 197^1",100000000000000000000000000000000000000000002
789,1578,,28,0,2,"3^1 * 263^1",10000000000000000000000000000000000000000000000000000010
790,1580,263,77,1,3,"2^1 * 5^1 * 79^1",1000000000000000000101
